time,joint_positions,gripper_state,cube_position,target_position,actions,camera1_image_paths,camera2_image_paths
3953,"[0.8352762460708618, -1.1840813159942627, -0.0434432290494442, -0.3604455292224884, 1.5696368217468262, 2.4049084186553955, -1.1133670341223478e-05, 0.0012739549856632948, 0.00845885369926691, -2.8728004508593585e-07, 0.02054251730442047, -0.0015745061682537198, -0.0200161375105381, 0.0014391280710697174]","[-1.1133670341223478e-05, 0.0012739549856632948]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.83531344, -1.1824555 , -0.04348328, -0.36101285,  1.5695853 ,
        2.4049277 ], dtype=float32), 'joint_velocities': array([ 0.00152929,  0.10797273, -0.00107503, -0.03144157,  0.00014339,
        0.00120913], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3950.npy,data/images/camera2/frame_3950.npy
3954,"[0.8353026509284973, -1.183379054069519, -0.043432194739580154, -0.3611285090446472, 1.5696271657943726, 2.4049267768859863, -1.8863656805478968e-05, 0.0009955655550584197, 0.012746240012347698, 5.908777893637307e-07, 0.031193729490041733, -0.0016587931895628572, -0.030404020100831985, 0.0015372810885310173]","[-1.8863656805478968e-05, 0.0009955655550584197]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.83533835, -1.1817453 , -0.04347179, -0.36169323,  1.5695709 ,
        2.4049432 ], dtype=float32), 'joint_velocities': array([ 0.00149843,  0.1079939 , -0.00111924, -0.03141384,  0.00014998,
        0.00117667], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3950.npy,data/images/camera2/frame_3950.npy
3955,"[0.8353229761123657, -1.1826735734939575, -0.04342404007911682, -0.3618241846561432, 1.5696027278900146, 2.4049434661865234, -1.5872810763539746e-05, 0.0011579799465835094, 0.012366028502583504, -8.457701028419251e-07, 0.03031468205153942, -0.0012783061247318983, -0.02954317256808281, 0.0011552752694115043]","[-1.5872810763539746e-05, 0.0011579799465835094]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8353527 , -1.1810529 , -0.04346755, -0.36237603,  1.569565  ,
        2.4049602 ], dtype=float32), 'joint_velocities': array([ 0.00159132,  0.1077648 , -0.00111805, -0.031135  ,  0.00021127,
        0.00125225], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3950.npy,data/images/camera2/frame_3950.npy
3956,"[0.8353451490402222, -1.1819742918014526, -0.043412890285253525, -0.36249643564224243, 1.569602608680725, 2.404963731765747, -8.49899970489787e-06, 0.000267612689640373, 0.008032463490962982, 1.34357242131955e-06, 0.0194370299577713, -0.0006565977819263935, -0.01894715242087841, 0.0006171049317345023]","[-8.49899970489787e-06, 0.000267612689640373]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8353843 , -1.1803447 , -0.04344152, -0.3630307 ,  1.5695542 ,
        2.4049842 ], dtype=float32), 'joint_velocities': array([ 0.00168305,  0.10783872, -0.00116121, -0.03118948,  0.00018506,
        0.00132011], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3950.npy,data/images/camera2/frame_3950.npy
3957,"[0.8353683948516846, -1.1812721490859985, -0.04340647533535957, -0.3631979823112488, 1.5695723295211792, 2.404982328414917, 3.3543569770699833e-06, 0.0010430372785776854, 0.0010884692892432213, -1.5316609278670512e-06, 0.0022777030244469643, -0.0009613991715013981, -0.0022438080050051212, 0.0008535162778571248]","[3.3543569770699833e-06, 0.0010430372785776854]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8353993 , -1.1796584 , -0.04344808, -0.36373028,  1.5695567 ,
        2.4050019 ], dtype=float32), 'joint_velocities': array([ 0.00175174,  0.10764492, -0.00113777, -0.03092465,  0.00026665,
        0.00137494], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3950.npy,data/images/camera2/frame_3950.npy
3958,"[0.8353970050811768, -1.1805790662765503, -0.04339540749788284, -0.36385077238082886, 1.5696172714233398, 2.4050042629241943, -0.00032660423312336206, 5.252368282526731e-07, 5.079937182017602e-06, 0.0011577174300327897, 4.0369202906731516e-05, 0.002888363553211093, -0.00010899815242737532, -0.002813821192830801]","[-0.00032660423312336206, 5.252368282526731e-07]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8354543 , -1.1789614 , -0.04343169, -0.36437985,  1.5695759 ,
        2.4050262 ], dtype=float32), 'joint_velocities': array([ 1.85692695e-03,  1.07741065e-01, -1.17415830e-03, -3.10505722e-02,
        8.13951410e-05,  1.47341273e-03], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3950.npy,data/images/camera2/frame_3950.npy
3959,"[0.835435688495636, -1.1798814535140991, -0.043388258665800095, -0.36454692482948303, 1.5695878267288208, 2.4050259590148926, -9.18381647352362e-06, 0.0015278395731002092, 0.00813334435224533, -1.0345327154936967e-06, 0.019741058349609375, -0.0016306763282045722, -0.019233165308833122, 0.0014713755808770657]","[-9.18381647352362e-06, 0.0015278395731002092]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.83547175, -1.178261  , -0.04343414, -0.3651107 ,  1.5695329 ,
        2.4050455 ], dtype=float32), 'joint_velocities': array([ 0.00153282,  0.10781225, -0.00104976, -0.03115246,  0.0001499 ,
        0.00117781], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3950.npy,data/images/camera2/frame_3950.npy
3960,"[0.8354600667953491, -1.1791791915893555, -0.043376047164201736, -0.36521977186203003, 1.5695884227752686, 2.405043601989746, -2.1717847630498e-05, 0.0001678512489888817, 0.012212628498673439, 1.6233825590461493e-06, 0.02992176078259945, -0.0005439376691356301, -0.029161565005779266, 0.00050548673607409]","[-2.1717847630498e-05, 0.0001678512489888817]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.83550197, -1.1775527 , -0.04340454, -0.3657508 ,  1.5695459 ,
        2.4050632 ], dtype=float32), 'joint_velocities': array([ 0.00156056,  0.10779741, -0.00112998, -0.03108892,  0.00012142,
        0.00119884], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3961,"[0.8354832530021667, -1.1784759759902954, -0.0433688648045063, -0.3659188151359558, 1.569556474685669, 2.405059814453125, -1.5156320841924753e-05, 0.0010592793114483356, 0.011823775246739388, -1.5411825415867497e-06, 0.028946528211236, -0.0010045580565929413, -0.028208250179886818, 0.0008915289072319865]","[-1.5156320841924753e-05, 0.0010592793114483356]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8355121 , -1.1768618 , -0.04341199, -0.36645406,  1.5695314 ,
        2.405077  ], dtype=float32), 'joint_velocities': array([ 0.00158223,  0.10760237, -0.0011062 , -0.03083284,  0.00020602,
        0.00121268], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3962,"[0.8355043530464172, -1.177776575088501, -0.043357137590646744, -0.3665871322154999, 1.569557547569275, 2.405078887939453, -9.78704156295862e-06, 7.034644659142941e-05, 0.007597867865115404, 0.0012481891317293048, 0.018428882583975792, 0.0027164153289049864, -0.017962470650672913, -0.002661190927028656]","[-9.78704156295862e-06, 7.034644659142941e-05]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8355464 , -1.1761556 , -0.04339292, -0.3670939 ,  1.5695634 ,
        2.4050992 ], dtype=float32), 'joint_velocities': array([ 0.00176934,  0.1076347 , -0.00123528, -0.03076838,  0.00017869,
        0.00137641], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3963,"[0.8355339169502258, -1.1770776510238647, -0.04335103556513786, -0.36728182435035706, 1.5695303678512573, 2.4050986766815186, 4.500459908740595e-06, 0.0015411387430503964, 0.0009421668946743011, -1.0139243613593862e-06, 0.0018972952384501696, -0.0016509367851540446, -0.0018776357173919678, 0.0014947580639272928]","[4.500459908740595e-06, 0.0015411387430503964]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.83556515, -1.1754586 , -0.04339707, -0.36783612,  1.5694815 ,
        2.4051168 ], dtype=float32), 'joint_velocities': array([ 0.00166885,  0.10762208, -0.00104201, -0.03085637,  0.00023777,
        0.00127382], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3964,"[0.8355632424354553, -1.1763856410980225, -0.04333895817399025, -0.3679376244544983, 1.5695728063583374, 2.4051177501678467, -0.00032341794576495886, 0.0002869280579034239, -3.020573103640345e-06, 1.2450688018361689e-06, -3.811785427387804e-05, -0.0005259248428046703, -3.6690740671474487e-05, 0.00048462027916684747]","[-0.00032341794576495886, 0.0002869280579034239]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8356159 , -1.1747577 , -0.04337077, -0.3685214 ,  1.569463  ,
        2.405137  ], dtype=float32), 'joint_velocities': array([ 1.7188174e-03,  1.0777601e-01, -8.9729269e-04, -3.1201323e-02,
        5.5830162e-05,  1.3256138e-03], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3965,"[0.8355950713157654, -1.1756834983825684, -0.04332766681909561, -0.36863741278648376, 1.5695431232452393, 2.4051365852355957, -1.170377800008282e-05, 0.0011536073870956898, 0.00830429419875145, -1.240213123310241e-06, 0.020229076966643333, -0.001172741875052452, -0.019707489758729935, 0.0010513945017009974]","[-1.170377800008282e-05, 0.0011536073870956898]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8356306, -1.1740682, -0.0433667, -0.3691858,  1.5695082,
        2.405156 ], dtype=float32), 'joint_velocities': array([ 0.00156662,  0.10756599, -0.00100471, -0.0308038 ,  0.00013347,
        0.00119018], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3966,"[0.8356218338012695, -1.1749852895736694, -0.043314676731824875, -0.3693065643310547, 1.5695419311523438, 2.4051554203033447, -2.3656491975998506e-05, 5.067792153568007e-05, 0.01265711896121502, 0.0005231469986028969, 0.030946999788284302, 0.0010027806274592876, -0.030162734910845757, -0.0009943019831553102]","[-2.3656491975998506e-05, 5.067792153568007e-05]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.83566153, -1.1733559 , -0.04334763, -0.36981693,  1.5695444 ,
        2.4051745 ], dtype=float32), 'joint_velocities': array([ 0.00157028,  0.10769055, -0.00121072, -0.03074656,  0.00011115,
        0.001191  ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3967,"[0.8356471657752991, -1.174282431602478, -0.04330863803625107, -0.3700028657913208, 1.5695085525512695, 2.4051713943481445, -1.5080965567904059e-05, 0.0012371306074783206, 0.01233526412397623, -1.7895038126880536e-06, 0.030164271593093872, -0.0011415689950808883, -0.02939695306122303, 0.0010123213287442923]","[-1.5080965567904059e-05, 0.0012371306074783206]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8356722 , -1.1726617 , -0.04335319, -0.3705445 ,  1.5694755 ,
        2.4051871 ], dtype=float32), 'joint_velocities': array([ 0.00151962,  0.10752607, -0.00106209, -0.03064078,  0.00019315,
        0.00113578], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3968,"[0.8356674909591675, -1.1735833883285522, -0.043296363204717636, -0.3706699311733246, 1.5695096254348755, 2.405189037322998, -1.0007043783843983e-05, 9.070979285752401e-05, 0.007982161827385426, 0.0013902654172852635, 0.01930427923798561, 0.003123544156551361, -0.018816212192177773, -0.0030560572631657124]","[-1.0007043783843983e-05, 9.070979285752401e-05]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8357041, -1.1719545, -0.0433302, -0.3711762,  1.5695152,
        2.4052067], dtype=float32), 'joint_velocities': array([ 0.00170621,  0.10756816, -0.00120505, -0.0305698 ,  0.00016499,
        0.00129951], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3969,"[0.8356942534446716, -1.1728814840316772, -0.04328925162553787, -0.37136223912239075, 1.5694830417633057, 2.405207395553589, 4.491832441999577e-06, 0.0015783411217853427, 0.0010501460637897253, -7.820796099622385e-07, 0.0021668272092938423, -0.0017710319953039289, -0.0021402258425951004, 0.0016093698795884848]","[4.491832441999577e-06, 0.0015783411217853427]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8357237 , -1.1712623 , -0.04333503, -0.3719161 ,  1.5694296 ,
        2.4052234 ], dtype=float32), 'joint_velocities': array([ 0.00169827,  0.10738377, -0.00099095, -0.03052067,  0.00022066,
        0.00128172], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3960.npy,data/images/camera2/frame_3960.npy
3970,"[0.8357215523719788, -1.1721892356872559, -0.04327654838562012, -0.3720172643661499, 1.5695217847824097, 2.405226707458496, -0.00032220763387158513, 0.0005529981572180986, -7.603352059959434e-06, 9.149360948867979e-07, -1.429937401553616e-05, -0.0009706369019113481, -5.72094795643352e-05, 0.0008876360952854156]","[-0.00032220763387158513, 0.0005529981572180986]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8357733 , -1.1705686 , -0.0433124 , -0.37258637,  1.5694212 ,
        2.405246  ], dtype=float32), 'joint_velocities': array([ 1.8215297e-03,  1.0743042e-01, -9.0043730e-04, -3.0701609e-02,
        5.1587045e-05,  1.3970411e-03], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3970.npy,data/images/camera2/frame_3970.npy
3971,"[0.8357563614845276, -1.1714929342269897, -0.043265070766210556, -0.37270835041999817, 1.5694950819015503, 2.405247688293457, -1.1041802281397395e-05, 0.0012238448252901435, 0.008252236992120743, -1.0730393569247099e-06, 0.020033622160553932, -0.0012836121022701263, -0.019518643617630005, 0.0011581472354009748]","[-1.1041802281397395e-05, 0.0012238448252901435]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8357922 , -1.1698745 , -0.04330424, -0.373253  ,  1.5694532 ,
        2.4052672 ], dtype=float32), 'joint_velocities': array([ 0.00160851,  0.10741386, -0.000987  , -0.03052044,  0.00011471,
        0.00120124], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3970.npy,data/images/camera2/frame_3970.npy
3972,"[0.8357831239700317, -1.1707944869995117, -0.043251726776361465, -0.3733755648136139, 1.5694929361343384, 2.405266523361206, -2.2162239474710077e-05, 0.00015973520930856466, 0.012478657998144627, 1.6755584510974586e-06, 0.030508270487189293, -0.00045669174869544804, -0.029735712334513664, 0.0004242380091454834]","[-2.2162239474710077e-05, 0.00015973520930856466]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8358234 , -1.1691667 , -0.04327855, -0.37389776,  1.5694499 ,
        2.405285  ], dtype=float32), 'joint_velocities': array([ 1.6033632e-03,  1.0746597e-01, -1.0664980e-03, -3.0517166e-02,
        9.0277732e-05,  1.1885542e-03], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3970.npy,data/images/camera2/frame_3970.npy
3973,"[0.8358080983161926, -1.1700940132141113, -0.04324372112751007, -0.37407031655311584, 1.569459319114685, 2.4052822589874268, -1.5530164091615006e-05, 0.0010507622500881553, 0.012113405391573906, -1.8775763237499632e-06, 0.029598986729979515, -0.0009316853829659522, -0.02884541265666485, 0.0008211841341108084]","[-1.5530164091615006e-05, 0.0010507622500881553]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8358332 , -1.168476  , -0.04328442, -0.37459567,  1.5694356 ,
        2.4052978 ], dtype=float32), 'joint_velocities': array([ 0.00157887,  0.10729437, -0.00104962, -0.03026845,  0.00017624,
        0.0011601 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3970.npy,data/images/camera2/frame_3970.npy
3974,"[0.8358295559883118, -1.169396162033081, -0.0432310625910759, -0.37473350763320923, 1.569460153579712, 2.4053006172180176, -1.0008281606133096e-05, 5.2965177019359544e-05, 0.007799703162163496, 0.0015352078480646014, 0.01885741762816906, 0.0034991514403373003, -0.018381569534540176, -0.0034198688808828592]","[-1.0008281606133096e-05, 5.2965177019359544e-05]","[0.7045018672943115, 0.6197266578674316, 0.8221644759178162]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.835867  , -1.167771  , -0.04326434, -0.37523127,  1.5694666 ,
        2.4053183 ], dtype=float32), 'joint_velocities': array([ 0.00177364,  0.1073219 , -0.00117464, -0.03020201,  0.00014616,
        0.00133066], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_3970.npy,data/images/camera2/frame_3970.npy
